review,processed_text,sentiment_score,sentiment_label
sampe gojek cs live chat kalo adsa trouble susah banget cari bantuan ato solusi sekalinya laporan urus nya banget perusahaan gede pelayanan nya,"['sampe', 'gojek', 'cs', 'live', 'chat', 'kalo', 'adsa', 'trouble', 'susah', 'banget', 'cari', 'bantu', 'ato', 'solusi', 'sekali', 'lapor', 'urus', 'nya', 'banget', 'usaha', 'gede', 'layan', 'nya']",-6,Negative
terima kasihuntuk layanan goboxtolong perluas jankauan ordernyabisa kota,"['terima', 'kasihuntuk', 'layan', 'goboxtolong', 'luas', 'jankauan', 'ordernyabisa', 'kota']",2,Positive
iklan nya kyk shopee anjg asik main game teken silang masuk aplikasi toll emang,"['iklan', 'nya', 'kyk', 'shopee', 'anjg', 'asik', 'main', 'game', 'teken', 'silang', 'masuk', 'aplikasi', 'toll', 'emang']",-12,Negative
titik manual didirect otomatis titik kasih pin,"['titik', 'manual', 'didirect', 'otomatis', 'titik', 'kasih', 'pin']",-4,Negative
upgrade gopay plus persulit katannya data sesuai aplikasi,"['upgrade', 'gopay', 'plus', 'sulit', 'katannya', 'data', 'sesuai', 'aplikasi']",-2,Negative
ditelpon driver suara tampilan menerima panggilan,"['telpon', 'driver', 'suara', 'tampil', 'terima', 'panggil']",-3,Negative
beli paket data gak masuk udah ulang tetep aja gk msuk iya si saldonya mbalik tpi gk prnh tuh kaya gini kecewaaaa,"['beli', 'paket', 'data', 'gak', 'masuk', 'udah', 'ulang', 'tetep', 'aja', 'gk', 'msuk', 'iya', 'si', 'saldo', 'mbalik', 'tpi', 'gk', 'prnh', 'tuh', 'kaya', 'gin', 'kecewaaaa']",-4,Negative
pake gojek ok 👍 pelayannya ramah sopan bersih kendaraan layak pakai bagus👍 deh pakai jaket lapuk bau motornya layak🙏,"['pake', 'gojek', 'ok', 'layan', 'ramah', 'sopan', 'bersih', 'kendara', 'layak', 'pakai', 'bagus', 'deh', 'pakai', 'jaket', 'lapuk', 'bau', 'motor', 'layak']",-24,Negative
pake jasa gosend alhamdulillah aman drivernya ramah nggak mengecewakan,"['pake', 'jasa', 'gosend', 'alhamdulillah', 'aman', 'drivernya', 'ramah', 'nggak', 'kecewa']",3,Positive
titik melenceng sesuai tampilan customer driver,"['titik', 'lenceng', 'sesuai', 'tampil', 'customer', 'driver']",-3,Negative
gojek gofood kebutuhan dikala membutuhkan bantuan serba cepat membantu,"['gojek', 'gofood', 'butuh', 'kala', 'butuh', 'bantu', 'serba', 'cepat', 'bantu']",-21,Negative
aplikasi putus orderan tercancel menerus menit,"['aplikasi', 'putus', 'order', 'tercancel', 'terus', 'menit']",-9,Negative
terima kasih voucher diskon nya semoga program langganan nya menarik voucher nya ya biar dicintai aplikan sukses gojek,"['terima', 'kasih', 'voucher', 'diskon', 'nya', 'moga', 'program', 'langgan', 'nya', 'tarik', 'voucher', 'nya', 'ya', 'biar', 'cinta', 'aplikan', 'sukses', 'gojek']",17,Positive
mgkn seleksi driver yg mmng butuh pekerjaan keselamatan pengguna,"['mgkn', 'seleksi', 'driver', 'yg', 'mmng', 'butuh', 'kerja', 'selamat', 'guna']",3,Positive
server padat merayap kemarin bisapadahal udah langganan gojek plus ga make voucher nya,"['server', 'padat', 'rayap', 'kemarin', 'bisapadahal', 'udah', 'langgan', 'gojek', 'plus', 'ga', 'make', 'voucher', 'nya']",7,Positive
bagus banget klo pergi gda yg nganter tpi syg bgt nunggunya lamaaaaa bangett klo nyari gocar knp jarang dikasih promo lagii 😭😭😭,"['bagus', 'banget', 'klo', 'pergi', 'gda', 'yg', 'nganter', 'tpi', 'syg', 'bgt', 'nunggunya', 'lamaaaaa', 'bangett', 'klo', 'nyari', 'gocar', 'knp', 'jarang', 'kasih', 'promo', 'lagi']",-8,Negative
gimana ceritanya sih udh bayar gopaylater koq tagih nagih wa wa nya sodara bikin malu aja bukti udh byk kalo ga sangkutan tolong kroscek jgn bikin malu aja,"['gimana', 'cerita', 'sih', 'udh', 'bayar', 'gopaylater', 'koq', 'tagih', 'nagih', 'wa', 'wa', 'nya', 'sodara', 'bikin', 'malu', 'aja', 'bukti', 'udh', 'byk', 'kalo', 'ga', 'sangkut', 'tolong', 'kroscek', 'jgn', 'bikin', 'malu', 'aja']",-25,Negative
udah terima lulus verifikasi suruh kantor pas kantor manado udah tutup kakmohon bantusaya log inmarzuki,"['udah', 'terima', 'lulus', 'verifikasi', 'suruh', 'kantor', 'pas', 'kantor', 'manado', 'udah', 'tutup', 'kakmohon', 'bantusaya', 'log', 'inmarzuki']",6,Positive
pemesanan driver grabcar didapatkan berkalikali titik jakarta tangerang bogor dll alasannya driver sibuk aplikasi grab dipesan teman cepat,"['mesan', 'driver', 'grabcar', 'dapat', 'berkalikali', 'titik', 'jakarta', 'tangerang', 'bogor', 'dll', 'alas', 'driver', 'sibuk', 'aplikasi', 'grab', 'pes', 'teman', 'cepat']",-15,Negative
mempercepat mempermudah perjalan tujuandriver mobilnya bgus,"['cepat', 'mudah', 'jalan', 'tujuandriver', 'mobil', 'bgus']",-3,Negative
ganti penjemputan harganya bertambah berkurang,"['ganti', 'jemput', 'harga', 'tambah', 'kurang']",0,Neutral
kesini gojek promonya payah harga naikongkir ikutan mah gofood beli langsung,"['kesini', 'gojek', 'promonya', 'payah', 'harga', 'naikongkir', 'ikut', 'mah', 'gofood', 'beli', 'langsung']",0,Neutral
dukung bintang karna ku amana top up gk selesai kn tanda panah pengiriman dlm tanda merah apliksi tida amana sya yg mengalami top up selesai no yg tuju tida menerima dana ya,"['dukung', 'bintang', 'karna', 'ku', 'amana', 'top', 'up', 'gk', 'selesai', 'kn', 'tanda', 'panah', 'kirim', 'dlm', 'tanda', 'merah', 'apliksi', 'tida', 'amana', 'sya', 'yg', 'alami', 'top', 'up', 'selesai', 'no', 'yg', 'tuju', 'tida', 'terima', 'dana', 'ya']",4,Positive
maaf kasih bintang sih bintang saldo berkurang berlangganan apk apapun,"['maaf', 'kasih', 'bintang', 'sih', 'bintang', 'saldo', 'kurang', 'langgan', 'apk', 'apa']",-6,Negative
nunggu makanan udah jam ga dpt dpt driver batalin berulang ulang kali tp ttep gabisa dgn alasan driver resto pdahl gda blm dpt driver berulang kali,"['nunggu', 'makan', 'udah', 'jam', 'ga', 'dpt', 'dpt', 'driver', 'batalin', 'ulang', 'ulang', 'kali', 'tp', 'ttep', 'gabisa', 'dgn', 'alas', 'driver', 'resto', 'pdahl', 'gda', 'blm', 'dpt', 'driver', 'ulang', 'kali']",0,Neutral
gimana ni gojek beli tiktok jelek belanja gomart item sekrang disuru sesuaikan alasan kenyamanan driver item lo contoh milo cereal kopi kapal api special mix kopi kapal api signature pcs sari roti tawar meises ceres gr gt aja udah ga ga bahaya ta ditinggalin pelanggan setia,"['gimana', 'ni', 'gojek', 'beli', 'tiktok', 'jelek', 'belanja', 'gomart', 'item', 'sekrang', 'disuru', 'sesuai', 'alas', 'nyaman', 'driver', 'item', 'lo', 'contoh', 'milo', 'cereal', 'kopi', 'kapal', 'api', 'special', 'mix', 'kopi', 'kapal', 'api', 'signature', 'pcs', 'sari', 'roti', 'tawar', 'meises', 'ceres', 'gr', 'gt', 'aja', 'udah', 'ga', 'ga', 'bahaya', 'ta', 'ditinggalin', 'langgan', 'setia']",-31,Negative
verivikasi transaksi saldo terpotong gimana ceritanya,"['verivikasi', 'transaksi', 'saldo', 'potong', 'gimana', 'cerita']",0,Neutral
mobil driver gmaps penumpang bergerak bergerak mohon diperbaiki,"['mobil', 'driver', 'gmaps', 'tumpang', 'gerak', 'gerak', 'mohon', 'baik']",-2,Negative
gojeg jgn cmn mikirin penumpang ongkosnya ga masuk akal kasian driver mikirin keluarga dr klo gojeg hemat cmn modal bensin saldo kasian driver ojol nya jgsaya penumpang ga pake hemat suka kasian dengerin curhatan mamang gojeg nya,"['gojeg', 'jgn', 'cmn', 'mikirin', 'tumpang', 'ongkos', 'ga', 'masuk', 'akal', 'kasi', 'driver', 'mikirin', 'keluarga', 'dr', 'klo', 'gojeg', 'hemat', 'cmn', 'modal', 'bensin', 'saldo', 'kasi', 'driver', 'ojol', 'nya', 'jgsaya', 'tumpang', 'ga', 'pake', 'hemat', 'suka', 'kasi', 'dengerin', 'curhatan', 'mamang', 'gojeg', 'nya']",-30,Negative
membantu belanja keperluan sehari menghemat shg sy produktif rumah,"['bantu', 'belanja', 'perlu', 'hari', 'hemat', 'shg', 'sy', 'produktif', 'rumah']",-3,Negative
pengguna puas banget tp udh x dikecewain fitur gopaylater udh x gopaylater diblokir pdhl sy byr pdhl gopaylater membantu bertransaksi beli token listrik belanja alfamart tolong gopaylater buka,"['guna', 'puas', 'banget', 'tp', 'udh', 'x', 'dikecewain', 'fitur', 'gopaylater', 'udh', 'x', 'gopaylater', 'blokir', 'pdhl', 'sy', 'byr', 'pdhl', 'gopaylater', 'bantu', 'transaksi', 'beli', 'token', 'listrik', 'belanja', 'alfamart', 'tolong', 'gopaylater', 'buka']",-9,Negative
kak tolong tambahin akses chat resto salah pilih pesanan dikasih alternatif biar info resto,"['kak', 'tolong', 'tambahin', 'akses', 'chat', 'resto', 'salah', 'pilih', 'pesan', 'kasih', 'alternatif', 'biar', 'info', 'resto']",-13,Negative
lemot aj tinggal klik pesan aj loadingnya,"['lot', 'aj', 'tinggal', 'klik', 'pesan', 'aj', 'loadingnya']",-11,Negative
bagus promonya tolong resto persediaan habis tolong tunjukan harganya sekian enak mohon dimaafkan sekian cmiiw,"['bagus', 'promonya', 'tolong', 'resto', 'sedia', 'habis', 'tolong', 'tunjuk', 'harga', 'sekian', 'enak', 'mohon', 'maaf', 'sekian', 'cmiiw']",-15,Negative
tolong gila kali males banget pesen gofood nya nya kalo biaya penanganan nya mahal banget ngotak aja kali kalo ngasih biaya,"['tolong', 'gila', 'kali', 'males', 'banget', 'sen', 'gofood', 'nya', 'nya', 'kalo', 'biaya', 'tangan', 'nya', 'mahal', 'banget', 'ngotak', 'aja', 'kali', 'kalo', 'ngasih', 'biaya']",-8,Negative
mohon gojek mengupdate memperbarui peta daerah ayahanda medan penutupan jalan pembuatan under pass komplain kantornya belom update aplikasinya sekian terima kasih,"['mohon', 'gojek', 'mengupdate', 'baru', 'peta', 'daerah', 'ayahanda', 'medan', 'tutup', 'jalan', 'buat', 'under', 'pass', 'komplain', 'kantor', 'bom', 'update', 'aplikasi', 'sekian', 'terima', 'kasih']",-6,Negative
top markotop pakai gopay berlangganan goplus yg recommended aslii hemat banget jajannya nagih jajan teruss,"['top', 'markotop', 'pakai', 'gopay', 'langgan', 'goplus', 'yg', 'recommended', 'asli', 'hemat', 'banget', 'jajan', 'nagih', 'jajan', 'teruss']",7,Positive
gojek menu rating driver restoran seringkali langsung muncul ya aplikasi merating driver,"['gojek', 'menu', 'rating', 'driver', 'restoran', 'seringkali', 'langsung', 'muncul', 'ya', 'aplikasi', 'merating', 'driver']",-4,Negative
nya pantau pesen gofood driver restonya idh pesen gofood tp tulisannya driver samai resto menit udh nunggu menit gk udh kali ganti driver,"['nya', 'pantau', 'sen', 'gofood', 'driver', 'restonya', 'idh', 'sen', 'gofood', 'tp', 'tulis', 'driver', 'sama', 'resto', 'menit', 'udh', 'nunggu', 'menit', 'gk', 'udh', 'kali', 'ganti', 'driver']",3,Positive
aplikasi asli buatan karya anak bangsa indonesia aplikasi ceo nya orang asli indonesia gojek alamat developernya indonesia,"['aplikasi', 'asli', 'buat', 'karya', 'anak', 'bangsa', 'indonesia', 'aplikasi', 'ceo', 'nya', 'orang', 'asli', 'indonesia', 'gojek', 'alamat', 'developer', 'indonesia']",-3,Negative
penjemputan jauhpadahal yg terdekat ad driverjadinya makan,"['jemput', 'jauhpadahal', 'yg', 'dekat', 'ad', 'driverjadinya', 'makan']",-5,Negative
kecewa bgt sekrang dgn gojek pa lgi go food nya masak biaya penanganan x lipat dr harga mkanannya pdhal jarak hnya km dr rumah pesan makn hrga rbu penanganan salut salut langsung hapus ja deh ni aplikasi,"['kecewa', 'bgt', 'sekrang', 'dgn', 'gojek', 'pa', 'lgi', 'go', 'food', 'nya', 'masak', 'biaya', 'tangan', 'x', 'lipat', 'dr', 'harga', 'mkanannya', 'pdhal', 'jarak', 'hnya', 'km', 'dr', 'rumah', 'pesan', 'makn', 'hrga', 'rbu', 'tangan', 'salut', 'salut', 'langsung', 'hapus', 'ja', 'deh', 'ni', 'aplikasi']",-11,Negative
aplikasi membantu kaum mageran keluaraplikasinya bagus fitur fitur aplikasi gojek,"['aplikasi', 'bantu', 'kaum', 'mageran', 'keluaraplikasinya', 'bagus', 'fitur', 'fitur', 'aplikasi', 'gojek']",-16,Negative
pake paylater telat bayar sehari aja dendanya k mending pake aplikasi dikasih tengang dendanya gak gede beraninya meras warga fee aplikasinya gede lg sorry beralih aplikasi kompetitor aja mendingan,"['pake', 'paylater', 'telat', 'bayar', 'hari', 'aja', 'denda', 'k', 'mending', 'pake', 'aplikasi', 'kasih', 'tengang', 'denda', 'gak', 'gede', 'berani', 'ras', 'warga', 'fee', 'aplikasi', 'gede', 'lg', 'sorry', 'alih', 'aplikasi', 'kompetitor', 'aja', 'mending']",-27,Negative
aplikasi gajelas kesini bug error nya,"['aplikasi', 'gajelas', 'kesini', 'bug', 'error', 'nya']",-9,Negative
susah cari driver melebihi batas estimasi pengiriman makanan hangat dingin mengecewakan,"['susah', 'cari', 'driver', 'lebih', 'batas', 'estimasi', 'kirim', 'makan', 'hangat', 'dingin', 'kecewa']",-12,Negative
pekerjanya ga cepet mengambil orderan argen deket rumah diyem kecewa banget,"['kerja', 'ga', 'cepet', 'ambil', 'order', 'argen', 'deket', 'rumah', 'diyem', 'kecewa', 'banget']",4,Positive
mempermudah semoga drivernya terjaga amanah sikap baiknya terima kasih driver gojek,"['mudah', 'moga', 'drivernya', 'jaga', 'amanah', 'sikap', 'baik', 'terima', 'kasih', 'driver', 'gojek']",4,Positive
mempermudah aktifitas mempermudah kalo laper,"['mudah', 'aktifitas', 'mudah', 'kalo', 'laper']",-5,Negative
harga makanan mahalga promodiskonkalo gocar pake diskon driver suka nolak alasanalasan klisenya kejauhannanti apus aja apk,"['harga', 'makan', 'mahalga', 'promodiskonkalo', 'gocar', 'pake', 'diskon', 'driver', 'suka', 'nolak', 'alasanalasan', 'klise', 'kejauhannanti', 'apus', 'aja', 'apk']",4,Positive
membantu bepergian dimanapun setia melayani sukses trus 👌👍,"['bantu', 'pergi', 'mana', 'setia', 'layan', 'sukses', 'trus']",-10,Negative
aneh banget jaringan lancar tulisannya koneksi kuota beli,"['aneh', 'banget', 'jaring', 'lancar', 'tulis', 'koneksi', 'kuota', 'beli']",-11,Negative
fitur ya sya pas lihat harga langsung order pdhal pakek vochernya dibatali gabisa tolong diperbarui klo ga sengaja kepencet dibatalin,"['fitur', 'ya', 'sya', 'pas', 'lihat', 'harga', 'langsung', 'order', 'pdhal', 'pakek', 'vochernya', 'batal', 'gabisa', 'tolong', 'baru', 'klo', 'ga', 'sengaja', 'pencet', 'dibatalin']",3,Positive
membantu kebutuhan makanan ojek kirim paket aplikasinta mudah,"['bantu', 'butuh', 'makan', 'ojek', 'kirim', 'paket', 'aplikasinta', 'mudah']",-5,Negative
gojek jelek surabaya driver yg cancel jemputan tarif nya jd ambil yg besaf aja yg aja nga diambil jd nga aplikasi gojek nya beda sebelah cepat,"['gojek', 'jelek', 'surabaya', 'driver', 'yg', 'cancel', 'jemput', 'tarif', 'nya', 'jd', 'ambil', 'yg', 'besaf', 'aja', 'yg', 'aja', 'nga', 'ambil', 'jd', 'nga', 'aplikasi', 'gojek', 'nya', 'beda', 'belah', 'cepat']",-27,Negative
aplikasi oke membantu 👍👍👍 promo gofood nya ya 😁,"['aplikasi', 'oke', 'bantu', 'promo', 'gofood', 'nya', 'ya']",1,Positive
pelayanan komunikasi baikkecepatan penjemputan cepat,"['layan', 'komunikasi', 'baikkecepatan', 'jemput', 'cepat']",-9,Negative
gopaylater gak dipakemulai lalusdh lapor tpi gak ditanggapiada niat bantu gak sih customer serviceditelpon tpi gak diangkat,"['gopaylater', 'gak', 'dipakemulai', 'lalusdh', 'lapor', 'tpi', 'gak', 'ditanggapiada', 'niat', 'bantu', 'gak', 'sih', 'customer', 'serviceditelpon', 'tpi', 'gak', 'angkat']",1,Positive
tarif terjangkau ketersediaan armada yg ready tiada tanding tks servicenya,"['tarif', 'jangkau', 'sedia', 'armada', 'yg', 'ready', 'tiada', 'tanding', 'tks', 'servicenya']",-5,Negative
tuh mitra kasih bintang skrng nih komen kasih bintang bintang nanyain discpernah g sih konsumen drivernya ongkos brpmau pelayanan bagus goto peduli mitranyalebih pisah tokopedia mending gabung bluebirdyang untung tokopedia ongkir murah mitra sengsara ongkir yg g masuk akalmending nadiem suruh gojekgoto urus mitranya yg janji sejahterain mitra,"['tuh', 'mitra', 'kasih', 'bintang', 'skrng', 'nih', 'komen', 'kasih', 'bintang', 'bintang', 'nanyain', 'discpernah', 'g', 'sih', 'konsumen', 'drivernya', 'ongkos', 'brpmau', 'layan', 'bagus', 'goto', 'peduli', 'mitranyalebih', 'pisah', 'tokopedia', 'mending', 'gabung', 'bluebirdyang', 'untung', 'tokopedia', 'ongkir', 'murah', 'mitra', 'sengsara', 'ongkir', 'yg', 'g', 'masuk', 'akalmending', 'nadiem', 'suruh', 'gojekgoto', 'urus', 'mitra', 'yg', 'janji', 'sejahterain', 'mitra']",-49,Negative
update versi ga order pake hp ram gb nih bagus versi,"['update', 'versi', 'ga', 'order', 'pake', 'hp', 'ram', 'gb', 'nih', 'bagus', 'versi']",-4,Negative
fitur transfer gopay aplikasi aplikasi tersendiri itupun verifikasi ktp birokrasi,"['fitur', 'transfer', 'gopay', 'aplikasi', 'aplikasi', 'sendiri', 'itu', 'verifikasi', 'ktp', 'birokrasi']",-13,Negative
driver gocar nya ga duit ya susah banget pesen gocar nya pengemudi gocar gojek udah nerima pesenan gabisa jemput alesannya kalo gitu diambil jelek banget driver nya otw pas jemput totally zero for their attitude,"['driver', 'gocar', 'nya', 'ga', 'duit', 'ya', 'susah', 'banget', 'sen', 'gocar', 'nya', 'kemudi', 'gocar', 'gojek', 'udah', 'nerima', 'sen', 'gabisa', 'jemput', 'alesannya', 'kalo', 'gitu', 'ambil', 'jelek', 'banget', 'driver', 'nya', 'otw', 'pas', 'jemput', 'totally', 'zero', 'for', 'their', 'attitude']",-4,Negative
jelek pas malam driver nolak order jarak driver order,"['jelek', 'pas', 'malam', 'driver', 'nolak', 'order', 'jarak', 'driver', 'order']",-6,Negative
aneh upgrade isi data foto free transfer faktanya gak,"['aneh', 'upgrade', 'isi', 'data', 'foto', 'free', 'transfer', 'fakta', 'gak']",-9,Negative
customer udah pakai aplikasi aplikasi ngeselin habis saldo langsung ku hapus aja udah males banget,"['customer', 'udah', 'pakai', 'aplikasi', 'aplikasi', 'ngeselin', 'habis', 'saldo', 'langsung', 'ku', 'hapus', 'aja', 'udah', 'males', 'banget']",-16,Negative
membantu transportasi harganya terjangkau promo,"['bantu', 'transportasi', 'harga', 'jangkau', 'promo']",2,Positive
ga cok beli gojek plus ga voucher apapun bikin fitur gojek plus yaa voucher nya banyakin ngilangin rugi banget beli gojek plus mending ga beli voucher nya,"['ga', 'cok', 'beli', 'gojek', 'plus', 'ga', 'voucher', 'apa', 'bikin', 'fitur', 'gojek', 'plus', 'yaa', 'voucher', 'nya', 'banyakin', 'ngilangin', 'rugi', 'banget', 'beli', 'gojek', 'plus', 'mending', 'ga', 'beli', 'voucher', 'nya']",-4,Negative
gak udah bayar tagihan gopay later tp tertulis jatuh tempo gak payah,"['gak', 'udah', 'bayar', 'tagih', 'gopay', 'later', 'tp', 'tulis', 'jatuh', 'tempo', 'gak', 'payah']",-13,Negative
topup gopay aja kerja parah sih topup tpi ga masuk uang nya raib,"['topup', 'gopay', 'aja', 'kerja', 'parah', 'sih', 'topup', 'tpi', 'ga', 'masuk', 'uang', 'nya', 'raib']",-8,Negative
langganan semoga ditingkatkan promo promo nya sukses,"['langgan', 'moga', 'tingkat', 'promo', 'promo', 'nya', 'sukses']",13,Positive
parah aplikasi gofood jam pesan konfirmasi apapun dibatalkan cs dihubungi robot solusi,"['parah', 'aplikasi', 'gofood', 'jam', 'pesan', 'konfirmasi', 'apa', 'batal', 'cs', 'hubung', 'robot', 'solusi']",-17,Negative
mahal jelek performanya mending pake grab,"['mahal', 'jelek', 'performa', 'mending', 'pake', 'grab']",-7,Negative
kebutuhan mendesak ter lope pokoknya sayang kota akses rumahku,"['butuh', 'desak', 'ter', 'lope', 'pokok', 'sayang', 'kota', 'akses', 'rumah']",-11,Negative
pelayanan kesini buruk aja promo klo driver ga ngambil orderan udah gitu cuaca gerimis aja ga yg nyaut,"['layan', 'kesini', 'buruk', 'aja', 'promo', 'klo', 'driver', 'ga', 'ngambil', 'order', 'udah', 'gitu', 'cuaca', 'gerimis', 'aja', 'ga', 'yg', 'nyaut']",-1,Negative
klau pakai bahasa indonesia ajakata nya cinta indonesiakenapa pakai bahasa negara asing,"['klau', 'pakai', 'bahasa', 'indonesia', 'ajakata', 'nya', 'cinta', 'indonesiakenapa', 'pakai', 'bahasa', 'negara', 'asing']",-9,Negative
supir gocarnya males an ngambil orderan kalo orderannya jaraknya deket kadang ambil ngga layanin jelek,"['supir', 'gocarnya', 'males', 'an', 'ngambil', 'order', 'kalo', 'order', 'jarak', 'deket', 'kadang', 'ambil', 'ngga', 'layanin', 'jelek']",-15,Negative
gimna orderan udah dapet driver bikinin pin nya maalah batalkangak ajukan kompensasi lagipayah rugi gede krna apk,"['gimna', 'order', 'udah', 'dapet', 'driver', 'bikinin', 'pin', 'nya', 'maalah', 'batalkangak', 'aju', 'kompensasi', 'lagipayah', 'rugi', 'gede', 'krna', 'apk']",-8,Negative
kecewa saldo potong ikutin tabungan bank jagohati saldo potong aplikasi gopay,"['kecewa', 'saldo', 'potong', 'ikutin', 'tabung', 'bank', 'jagohati', 'saldo', 'potong', 'aplikasi', 'gopay']",-1,Negative
kendaraan mudah diskon perjalanan cepat,"['kendara', 'mudah', 'diskon', 'jalan', 'cepat']",-2,Negative
bagus banget peraktis berpergian terimakasih gojek hadir membantu mempermudah 😊😊😊,"['bagus', 'banget', 'peraktis', 'pergi', 'terimakasih', 'gojek', 'hadir', 'bantu', 'mudah']",-9,Negative
membantu semoga kedepannya lg kemudahan driver penggunanya,"['bantu', 'moga', 'depan', 'lg', 'mudah', 'driver', 'guna']",-3,Negative
tolong dipikir kalo nge block customer suka pesan kalo blokir pelanggan suruh ganti nomor customer service gak orng memilih grabfood shopee food kalo rekomendasikan bintang nol milih gojek kejadian terbaru tgl mei penipuan akun yg gojek login cek gopay langsung sisa k jt direport pelaporan ditutup akun gopay customer diblokir,"['tolong', 'pikir', 'kalo', 'nge', 'block', 'customer', 'suka', 'pesan', 'kalo', 'blokir', 'langgan', 'suruh', 'ganti', 'nomor', 'customer', 'service', 'gak', 'orng', 'pilih', 'grabfood', 'shopee', 'food', 'kalo', 'rekomendasi', 'bintang', 'nol', 'milih', 'gojek', 'jadi', 'baru', 'tgl', 'mei', 'tipu', 'akun', 'yg', 'gojek', 'login', 'cek', 'gopay', 'langsung', 'sisa', 'k', 'jt', 'direport', 'lapor', 'tutup', 'akun', 'gopay', 'customer', 'blokir']",-35,Negative
bebrapa yg udah aktif go pay latternya ga bsa tagihan bayar ga telat sblm mab ga inovasi yg,"['bebrapa', 'yg', 'udah', 'aktif', 'go', 'pay', 'latternya', 'ga', 'bsa', 'tagih', 'bayar', 'ga', 'telat', 'sblm', 'mab', 'ga', 'inovasi', 'yg']",-10,Negative
bagus amanah kadang telat orang cuaca hujan macet,"['bagus', 'amanah', 'kadang', 'telat', 'orang', 'cuaca', 'hujan', 'macet']",-3,Negative
susah mencari driverdan jaraknya jarak penjemputan,"['susah', 'cari', 'driverdan', 'jarak', 'jarak', 'jemput']",-12,Negative
penjemputan sopir mengemudi dg nyaman,"['jemput', 'sopir', 'kemudi', 'dg', 'nyaman']",7,Positive
promo nya gojek susah banget yg goride promo ya kalo promo segitu coba deh promo nya banyakin kek karna emang butuh banget,"['promo', 'nya', 'gojek', 'susah', 'banget', 'yg', 'goride', 'promo', 'ya', 'kalo', 'promo', 'segitu', 'coba', 'deh', 'promo', 'nya', 'banyakin', 'kek', 'karna', 'emang', 'butuh', 'banget']",6,Positive
tolong bantudimenu aplikasi ko nga pengembalian dana ya saldo lenyap jt lenyap,"['tolong', 'bantudimenu', 'aplikasi', 'ko', 'nga', 'kembali', 'dana', 'ya', 'saldo', 'lenyap', 'jt', 'lenyap']",-6,Negative
keluhan udah pakai gojek pakai voucher nya nggak udah perbaharui tolong perbaiki,"['keluh', 'udah', 'pakai', 'gojek', 'pakai', 'voucher', 'nya', 'nggak', 'udah', 'baharu', 'tolong', 'baik']",-3,Negative
gocar ya pesan mesti dapet yg ujung nya cancel bgt nunggu nya ditambah susah banget nyantolnya,"['gocar', 'ya', 'pesan', 'mesti', 'dapet', 'yg', 'ujung', 'nya', 'cancel', 'bgt', 'nunggu', 'nya', 'tambah', 'susah', 'banget', 'nyantolnya']",-1,Negative
parah banget beli pulsa pakai gopay diapk gojek gamasuk udaj suruh tlfn cs telkmsel pas dicek transaksi pembelian pulsa brrti apk gojeknya emg masuk tp saldo udah kepotong,"['parah', 'banget', 'beli', 'pulsa', 'pakai', 'gopay', 'diapk', 'gojek', 'gamasuk', 'udaj', 'suruh', 'tlfn', 'cs', 'telkmsel', 'pas', 'cek', 'transaksi', 'beli', 'pulsa', 'brrti', 'apk', 'gojek', 'emg', 'masuk', 'tp', 'saldo', 'udah', 'potong']",-19,Negative
iseng coba aktifkan gopay pinjam bunganya bangettt nonaktifkan ga bisaa payahhh,"['iseng', 'coba', 'aktif', 'gopay', 'pinjam', 'bunga', 'bangettt', 'nonaktif', 'ga', 'bisaa', 'payahhh']",-10,Negative
pesanan banget suruh hubungi cs ga penyeselaian tulisanya disuruh menunggu,"['pesan', 'banget', 'suruh', 'hubung', 'cs', 'ga', 'selai', 'tulisanya', 'suruh', 'tunggu']",-11,Negative
transfer dikit aja upgrade gopay aplikasi aja si ribet kebanyakan aplikasidibuat ribet gojek gopaykentutpay aja gojek hutang gw lunas gw pindah apk sebelahdisini ribetkalau kaya gini,"['transfer', 'dikit', 'aja', 'upgrade', 'gopay', 'aplikasi', 'aja', 'si', 'ribet', 'banyak', 'aplikasidibuat', 'ribet', 'gojek', 'gopaykentutpay', 'aja', 'gojek', 'hutang', 'gw', 'lunas', 'gw', 'pindah', 'apk', 'sebelahdisini', 'ribetkalau', 'kaya', 'gin']",-26,Negative
pelayanan nya simple gk buka link klik langsung dilayanin urusan lancar,"['layan', 'nya', 'simple', 'gk', 'buka', 'link', 'klik', 'langsung', 'dilayanin', 'urus', 'lancar']",-1,Negative
aplikasi ga kali daftar masukin nomor tolak suruh nunggu menit ampe besok suruh nunggu menit ga aplikasi,"['aplikasi', 'ga', 'kali', 'daftar', 'masukin', 'nomor', 'tolak', 'suruh', 'nunggu', 'menit', 'ampe', 'besok', 'suruh', 'nunggu', 'menit', 'ga', 'aplikasi']",-17,Negative
sistem error teruss bayar paylater giliran jatuh tempo dikit ditagih tagih hadehhh gilaaa bangett denda terlambat gede,"['sistem', 'error', 'teruss', 'bayar', 'paylater', 'gilir', 'jatuh', 'tempo', 'dikit', 'tagih', 'tagih', 'hadehhh', 'gilaaa', 'bangett', 'denda', 'lambat', 'gede']",-29,Negative
mantaf semenjak pembaruan aplikasi gojek berkurang error nyalimit gopay later naikmudah han kedepannya aplikasi,"['mantaf', 'semenjak', 'baru', 'aplikasi', 'gojek', 'kurang', 'error', 'nyalimit', 'gopay', 'later', 'naikmudah', 'han', 'depan', 'aplikasi']",-16,Negative
